,Open,High,Low,Close,Volume,datetime
121,512.44,513.281,512.44,513.048,7998,2026-08-28 23:30:00
121,217.9,218.11,217.85,217.88,158964,2026-08-28 23:30:00
121,53.5008,53.5008,53.3493,53.39,6083,2026-08-31 11:30:00
121,291.36,291.48,291.2846,291.2846,391,2026-08-28 23:30:00
121,320.1,320.2,319.92,320.126,12374,2026-08-28 23:30:00
121,266.2,266.2302,266.1009,266.16,10331,2026-08-28 23:30:00
121,577.86,578.4401,577.62,578.35,5278,2026-08-28 23:30:00
121,348.0423,348.25,347.9173,348.1151,23377,2026-08-28 23:30:00
121,81.64,81.6994,81.62,81.62,13281,2026-08-28 23:30:00
122,219.01,219.09,218.49,218.96,232576,2026-08-31 11:00:00
122,346.77,346.9,345.8074,346.9,63306,2026-08-31 11:00:00
122,81.3,81.41,81.18,81.22,12220,2026-08-31 11:00:00
122,265.25,265.45,264.7827,265.0514,25300,2026-08-31 11:00:00
122,319.4,319.54,318.6,318.7,24868,2026-08-31 11:00:00
122,344.79,344.96,344.45,344.96,7018,2026-08-31 11:00:00
122,575.51,578.2,574.56,577.5,19938,2026-08-31 11:00:00
122,510.0,510.6,509.5444,509.5444,10920,2026-08-31 11:00:00
122,53.35,53.35,53.2514,53.285,6696,2026-08-31 12:00:00
122,289.39,289.5,289.33,289.5,266,2026-08-31 11:00:00
123,577.9555,579.0,577.25,578.84,28135,2026-08-31 11:30:00
123,344.987,345.04,344.07,344.1534,12568,2026-08-31 11:30:00
123,289.5,289.9,289.11,289.2,3225,2026-08-31 11:30:00
123,318.79,319.23,318.73,318.92,14183,2026-08-31 11:30:00
123,346.81,346.9,346.5,346.75,19581,2026-08-31 11:30:00
123,218.93,218.9559,218.4,218.784,123140,2026-08-31 11:30:00
123,81.25,81.3,81.16,81.16,9203,2026-08-31 11:30:00
123,509.47,509.8903,508.47,508.79,14642,2026-08-31 11:30:00
123,265.25,265.39,264.69,264.9273,14387,2026-08-31 11:30:00
123,53.26,53.26,53.15,53.166,15118,2026-08-31 12:30:00
124,346.6934,346.9,346.0,346.4868,19697,2026-08-31 12:00:00
124,578.75,581.8802,578.2,581.25,48648,2026-08-31 12:00:00
124,81.27,81.27,81.09,81.243,15156,2026-08-31 12:00:00
124,264.8,265.0,264.4,264.645,19023,2026-08-31 12:00:00
124,53.17,53.48,53.17,53.48,20854,2026-08-31 13:00:00
124,508.84,514.813,508.31,508.88,12186,2026-08-31 12:00:00
124,289.2,292.248,288.02,288.29,1580,2026-08-31 12:00:00
124,344.28,347.456,343.77,344.0,23378,2026-08-31 12:00:00
124,218.7872,219.1,218.5,218.74,300235,2026-08-31 12:00:00
124,318.84,319.0,318.4,318.4,28357,2026-08-31 12:00:00
125,53.39,53.61,51.92,52.225,2181821,2026-08-31 13:30:00
125,343.85,344.24,343.63,344.16,12045,2026-08-31 12:30:00
125,81.177,81.31,81.1065,81.15,20539,2026-08-31 12:30:00
125,318.616,319.08,318.46,319.05,24532,2026-08-31 12:30:00
125,218.7,218.93,218.12,218.1963,258922,2026-08-31 12:30:00
125,581.0,581.3916,578.87,579.0,24427,2026-08-31 12:30:00
125,264.64,264.64,264.0,264.0,44663,2026-08-31 12:30:00
125,508.85,509.18,508.15,509.18,22615,2026-08-31 12:30:00
125,346.19,346.47,345.34,345.54,45624,2026-08-31 12:30:00
125,288.6,288.69,288.07,288.48,751,2026-08-31 12:30:00
126,345.4,347.96,345.2861,347.5,62352,2026-08-31 13:00:00
126,509.1674,512.4,508.76,510.35,43512,2026-08-31 13:00:00
126,319.05,320.5835,319.0,319.6,136420,2026-08-31 13:00:00
126,81.26,81.38,80.8,80.98,70033,2026-08-31 13:00:00
126,344.12,345.71,343.5,344.02,44881,2026-08-31 13:00:00
126,264.14,264.61,263.43,263.68,84615,2026-08-31 13:00:00
126,218.2,219.0,217.73,218.99,481969,2026-08-31 13:00:00
126,579.4999,580.0,576.1,578.0,34801,2026-08-31 13:00:00
126,52.225,52.75,52.18,52.61,881172,2026-08-31 14:00:00
126,288.99,289.9897,287.53,287.53,4446,2026-08-31 13:00:00
127,287.65,291.07,286.26,289.06,231458,2026-08-31 13:30:00
127,347.21,361.15,347.15,360.13,7196340,2026-08-31 13:30:00
127,52.62,53.38,52.59,53.3145,956589,2026-08-31 14:30:00
127,263.825,264.36,261.07,261.17,3283761,2026-08-31 13:30:00
127,81.0,81.51,80.65,81.01,1484348,2026-08-31 13:30:00
127,510.38,511.68,507.31,508.905,1747414,2026-08-31 13:30:00
127,319.6,321.235,316.74,317.26,3291316,2026-08-31 13:30:00
127,343.825,344.59,340.18,340.41,2070328,2026-08-31 13:30:00
127,218.87,219.348,216.21,218.88,12399034,2026-08-31 13:30:00
127,577.63,578.675,571.02,572.42,1165559,2026-08-31 13:30:00
128,218.88,220.37,218.4,220.07,9102674,2026-08-31 14:00:00
128,81.03,81.235,80.8,80.9799,962787,2026-08-31 14:00:00
128,508.95,509.5,507.36,509.37,778593,2026-08-31 14:00:00
128,340.36,340.36,337.156,337.525,1682996,2026-08-31 14:00:00
128,53.32,53.6586,53.165,53.645,551737,2026-08-31 15:00:00
128,360.14,364.86,359.97,363.57,5777979,2026-08-31 14:00:00
128,289.22,290.8,288.68,290.58,102699,2026-08-31 14:00:00
128,317.205,317.245,315.45,315.71,1612726,2026-08-31 14:00:00
128,572.42,572.4899,569.1386,570.15,805292,2026-08-31 14:00:00
128,261.2,261.315,259.716,260.08,2405534,2026-08-31 14:00:00
129,260.05,260.9699,259.73,260.875,1185485,2026-08-31 14:30:00
129,363.57,365.81,361.85,363.89,4887701,2026-08-31 14:30:00
129,337.5,338.37,337.37,338.04,840491,2026-08-31 14:30:00
129,509.31,510.98,508.73,510.885,583797,2026-08-31 14:30:00
129,315.71,315.71,314.35,315.38,1476471,2026-08-31 14:30:00
129,220.07,220.6,219.25,219.725,5503026,2026-08-31 14:30:00
129,80.98,81.375,80.81,81.3,1036663,2026-08-31 14:30:00
129,570.165,571.81,569.3,571.646,478856,2026-08-31 14:30:00
129,290.575,291.34,290.3201,291.25,72058,2026-08-31 14:30:00
129,53.64,53.68,53.49,53.585,382013,2026-08-31 15:30:00
130,53.58,53.63,53.315,53.425,444288,2026-08-31 16:00:00
130,260.9,261.81,260.82,261.5684,1175234,2026-08-31 15:00:00
130,291.16,291.9,290.65,291.44,68264,2026-08-31 15:00:00
130,219.75,220.54,219.12,220.275,4529036,2026-08-31 15:00:00
130,81.31,81.645,81.21,81.59,764867,2026-08-31 15:00:00
130,338.03,339.08,337.68,338.64,876634,2026-08-31 15:00:00
130,315.38,315.82,314.9,315.0699,1250916,2026-08-31 15:00:00
130,363.81,365.65,363.17,364.1199,3105748,2026-08-31 15:00:00
130,571.79,573.16,570.98,571.65,502156,2026-08-31 15:00:00
130,510.89,512.19,510.34,510.82,746567,2026-08-31 15:00:00
131,510.84,511.29,509.8,509.9071,512423,2026-08-31 15:30:00
131,315.05,315.225,314.59,314.66,848683,2026-08-31 15:30:00
131,220.25,220.36,219.41,219.49,3560401,2026-08-31 15:30:00
131,81.595,81.625,81.38,81.5,688709,2026-08-31 15:30:00
131,364.09,367.15,362.96,365.44,3532946,2026-08-31 15:30:00
131,291.44,292.46,291.31,292.17,85773,2026-08-31 15:30:00
131,571.6,572.29,570.6,571.085,265757,2026-08-31 15:30:00
131,338.65,338.85,337.93,338.14,719630,2026-08-31 15:30:00
131,261.55,261.58,260.83,260.91,693870,2026-08-31 15:30:00
131,53.4201,53.445,53.27,53.295,323926,2026-08-31 16:30:00
132,338.16,338.66,337.87,338.33,539549,2026-08-31 16:00:00
132,260.925,261.34,260.65,260.95,664838,2026-08-31 16:00:00
132,509.81,510.86,509.21,510.65,354311,2026-08-31 16:00:00
132,314.665,314.87,313.94,314.67,1141638,2026-08-31 16:00:00
132,53.29,53.32,53.175,53.195,299466,2026-08-31 17:00:00
132,365.49,366.76,363.3,365.09,3010393,2026-08-31 16:00:00
132,219.5,220.3,219.1,220.2254,2944609,2026-08-31 16:00:00
132,292.155,292.3,291.4675,291.83,66112,2026-08-31 16:00:00
132,571.085,571.635,570.3,570.75,256913,2026-08-31 16:00:00
132,81.495,81.72,81.4301,81.485,392659,2026-08-31 16:00:00
133,365.11,366.48,364.1601,366.055,2037870,2026-08-31 16:30:00
133,338.32,338.635,337.87,338.42,649747,2026-08-31 16:30:00
133,314.67,316.08,312.8,313.76,2083513,2026-08-31 16:30:00
133,220.2299,220.29,219.64,220.18,2645062,2026-08-31 16:30:00
133,570.773,571.75,570.51,571.39,252713,2026-08-31 16:30:00
133,291.79,292.235,291.47,291.64,66057,2026-08-31 16:30:00
133,81.485,81.705,81.47,81.7025,499398,2026-08-31 16:30:00
133,260.92,261.48,260.7,261.3661,765268,2026-08-31 16:30:00
133,53.205,53.29,53.1843,53.215,311289,2026-08-31 17:30:00
133,510.65,511.73,509.48,511.39,510642,2026-08-31 16:30:00
134,571.39,571.97,570.42,571.06,321114,2026-08-31 17:00:00
134,81.705,81.73,81.43,81.5,633638,2026-08-31 17:00:00
134,338.415,338.91,338.13,338.37,501685,2026-08-31 17:00:00
134,313.76,314.26,313.41,313.88,824500,2026-08-31 17:00:00
134,53.215,53.36,53.14,53.195,373587,2026-08-31 18:00:00
134,511.385,511.53,510.4301,510.6799,438202,2026-08-31 17:00:00
134,291.64,291.72,290.8201,291.035,52148,2026-08-31 17:00:00
134,261.345,261.6693,260.72,260.795,656752,2026-08-31 17:00:00
134,366.03,367.4,364.95,365.2,2277904,2026-08-31 17:00:00
134,220.19,220.26,219.34,219.37,2349662,2026-08-31 17:00:00
135,338.37,338.91,338.17,338.41,518870,2026-08-31 17:30:00
135,219.36,220.02,219.13,219.605,3006911,2026-08-31 17:30:00
135,365.19,368.54,365.19,368.39,3037884,2026-08-31 17:30:00
135,510.67,511.24,510.04,511.02,374219,2026-08-31 17:30:00
135,291.03,292.4,290.98,292.28,84278,2026-08-31 17:30:00
135,81.495,81.5999,81.495,81.57,382598,2026-08-31 17:30:00
135,313.85,315.195,313.385,315.0749,1047411,2026-08-31 17:30:00
135,570.8608,572.32,570.8608,571.8099,324773,2026-08-31 17:30:00
135,53.19,53.29,53.17,53.285,357053,2026-08-31 18:30:00
135,260.81,261.38,260.63,261.07,529943,2026-08-31 17:30:00
136,315.08,316.02,314.91,315.685,1165997,2026-08-31 18:00:00
136,368.39,368.415,366.85,367.5099,1955358,2026-08-31 18:00:00
136,571.71,574.105,571.0,571.6,429974,2026-08-31 18:00:00
136,219.61,219.75,218.9106,218.97,2725827,2026-08-31 18:00:00
136,338.4,338.75,338.02,338.05,475943,2026-08-31 18:00:00
136,510.98,512.19,510.5,510.93,630922,2026-08-31 18:00:00
136,81.565,81.58,81.41,81.515,401982,2026-08-31 18:00:00
136,261.05,261.05,257.12,257.825,4509638,2026-08-31 18:00:00
136,53.285,53.295,53.005,53.005,602435,2026-08-31 19:00:00
136,292.22,292.97,292.1,292.9591,74533,2026-08-31 18:00:00
137,218.95,218.9656,217.71,218.57,5868299,2026-08-31 18:30:00
137,571.5753,571.97,570.68,571.545,325169,2026-08-31 18:30:00
137,338.05,338.42,337.74,338.22,609164,2026-08-31 18:30:00
137,315.681873,315.9154,315.01,315.39,739267,2026-08-31 18:30:00
137,53.005,53.03,52.565,52.665,3179130,2026-08-31 19:30:00
137,257.85,258.7,257.37,258.63,2017581,2026-08-31 18:30:00
137,81.515,81.53,81.345,81.495,526634,2026-08-31 18:30:00
137,292.945,293.58,292.4,293.54,94487,2026-08-31 18:30:00
137,367.42,367.455,365.38,365.8,1870411,2026-08-31 18:30:00
137,510.89,511.26,509.705,511.045,541255,2026-08-31 18:30:00
138,571.64,576.18,571.56,572.755,854727,2026-08-31 19:00:00
138,81.495,81.63,81.39,81.39,608508,2026-08-31 19:00:00
138,511.045,511.38,509.865,510.595,532377,2026-08-31 19:00:00
138,293.54,293.77,293.19,293.565,124892,2026-08-31 19:00:00
138,52.665,52.8,52.665,52.7,3330989,2026-08-31 20:00:00
138,218.6,219.8499,218.58,219.815,4314008,2026-08-31 19:00:00
138,338.21,338.96,338.1,338.6001,602245,2026-08-31 19:00:00
138,315.395,316.16,315.395,316.025,1043808,2026-08-31 19:00:00
138,365.78,367.04,365.25,366.665,2117158,2026-08-31 19:00:00
138,258.62,259.18,258.31,258.98,1564531,2026-08-31 19:00:00
139,52.6701,52.77,52.67,52.6855,1400,2026-08-31 20:30:00
139,293.62,294.13,292.66,292.75,429355,2026-08-31 19:30:00
139,316.03,317.76,315.71,317.15,4151247,2026-08-31 19:30:00
139,81.39,81.54,80.87,81.04,2978162,2026-08-31 19:30:00
139,510.57,510.595,506.39,507.32,3155966,2026-08-31 19:30:00
139,572.82,575.16,571.44,572.485,1346250,2026-08-31 19:30:00
139,338.6,341.42,338.335,339.28,2936758,2026-08-31 19:30:00
139,366.63,368.92,365.93,367.92,4137460,2026-08-31 19:30:00
139,258.98,261.68,258.91,259.93,4395916,2026-08-31 19:30:00
139,219.82,221.3,219.2727,220.88,10606731,2026-08-31 19:30:00
140,292.73,293.4,292.33,292.3744,2253240,2026-08-31 20:00:00
140,317.25,317.28,316.22,316.5,13089899,2026-08-31 20:00:00
140,507.32,507.6,506.5,507.6,9725376,2026-08-31 20:00:00
140,339.27,339.99,339.0,339.6,10706612,2026-08-31 20:00:00
140,259.77,260.11,259.0,260.1,11872051,2026-08-31 20:00:00
140,220.85,220.95,220.43,220.76,27290168,2026-08-31 20:00:00
140,367.925,368.94,367.24,368.3276,9093221,2026-08-31 20:00:00
140,572.91,572.91,570.43,571.9496,3210557,2026-08-31 20:00:00
140,81.05,81.21,80.86,81.07,12058259,2026-08-31 20:00:00
141,220.7501,220.8,220.58,220.7,82825,2026-08-31 20:30:00
141,339.6,340.0,339.5,339.81,7930,2026-08-31 20:30:00
141,368.34,368.3445,367.75,367.9,28876,2026-08-31 20:30:00
141,507.5699,508.3,507.36,507.5,22109,2026-08-31 20:30:00
141,571.9469,572.8,571.6243,571.8,5330,2026-08-31 20:30:00
141,316.65,316.8596,316.5,316.66,61916,2026-08-31 20:30:00
141,81.1,81.15,81.05,81.09,8088,2026-08-31 20:30:00
141,292.45,292.79,292.2,292.21,1235,2026-08-31 20:30:00
141,260.0001,260.1274,259.78,260.03,21484,2026-08-31 20:30:00
